id,experience_years,experience_band,technical_score,personality_score,communication_score,attentiveness_score,eye_contact_score,filler_ratio,avg_answer_seconds,grammar_score,confidence_score,tab_switches,window_blur_events,screenshot_attempted,device_detected,gaze_off_over_20s,camera_available,mic_available,english_only_violation,final_score,decision
779,0.8,fresher,79,86,81,74,78,0.166,113,51,55,0,0,0,0,0,1,1,0,65,fail
780,0.9,fresher,100,100,100,88,98,0.01,47,87,87,0,0,0,0,0,1,1,0,93,pass
781,11.2,industry_veteran,29,59,73,64,55,0.097,74,73,59,0,1,0,0,0,1,1,0,48,fail
782,1.3,junior_professional,100,80,75,100,91,0.01,68,88,77,0,0,0,0,0,1,1,0,74,pass
783,3.3,mid_level_expert,100,79,52,97,96,0.077,121,94,74,0,1,0,0,0,1,1,0,80,fail
784,7.9,senior_professional,91,64,61,83,87,0.096,127,71,81,0,0,0,0,0,1,1,0,69,pass
785,3.6,mid_level_expert,64,60,67,66,79,0.044,114,90,78,0,0,0,0,0,1,1,0,70,pass
786,5.7,mid_level_expert,68,70,57,81,79,0.195,67,62,74,0,0,0,0,0,1,1,0,55,fail
787,3.6,mid_level_expert,51,53,37,61,66,0.21,55,51,57,0,0,0,0,0,1,1,0,38,fail
788,5.3,mid_level_expert,62,49,48,64,60,0.163,57,64,58,0,0,0,0,0,1,1,0,60,fail
789,8.7,senior_professional,100,89,92,84,83,0.13,129,91,86,0,0,0,0,0,1,1,0,92,pass
790,6.4,senior_professional,79,54,100,75,83,0.18,94,89,100,0,0,0,0,0,1,1,0,66,fail
791,4.7,mid_level_expert,100,87,100,100,82,0.124,52,75,48,0,0,0,0,0,1,1,0,87,pass
792,9.3,senior_professional,100,59,72,98,100,0.038,109,89,100,0,0,0,0,0,1,1,0,83,pass
793,6.2,senior_professional,54,73,50,81,54,0.109,51,45,43,0,0,0,0,0,1,1,0,53,fail
794,10.6,industry_veteran,78,76,99,51,81,0.102,125,70,74,1,0,0,0,0,1,1,0,68,fail
795,6.3,senior_professional,72,91,76,100,85,0.104,79,64,100,0,1,0,0,0,1,1,0,87,fail
796,0.1,fresher,76,84,86,81,97,0.131,91,100,48,0,0,0,0,0,1,1,0,66,fail
797,10.4,industry_veteran,24,67,67,71,65,0.153,63,71,52,0,0,0,0,0,1,1,0,49,fail
798,9.8,senior_professional,83,64,61,66,48,0.16,83,73,43,1,0,0,0,0,1,1,0,59,fail
799,12.7,industry_veteran,69,72,79,90,100,0.153,35,90,99,0,0,0,0,0,1,1,0,78,pass
800,5.3,mid_level_expert,73,64,80,68,96,0.116,102,83,76,0,0,0,0,0,1,1,0,68,fail
801,5.0,mid_level_expert,93,100,95,100,89,0.05,35,100,87,0,0,0,0,1,1,1,0,77,fail
802,8.6,senior_professional,57,44,66,59,53,0.107,67,34,59,0,0,0,0,0,1,1,0,37,fail
803,4.8,mid_level_expert,71,49,36,84,58,0.104,48,44,52,0,0,0,0,0,1,1,0,59,fail
804,0.7,fresher,45,51,82,66,71,0.076,30,62,96,1,0,0,0,0,1,1,0,58,fail
805,4.2,mid_level_expert,97,71,65,88,89,0.093,98,66,96,0,0,0,0,0,1,1,0,79,pass
806,1.9,junior_professional,100,90,80,75,100,0.115,112,71,84,0,0,0,0,0,1,1,0,84,pass
807,8.4,senior_professional,100,87,85,100,84,0.136,62,97,89,0,0,0,0,0,1,1,0,88,pass
808,12.5,industry_veteran,92,74,75,79,97,0.097,39,70,96,0,0,0,0,0,1,1,0,82,pass
809,1.7,junior_professional,52,56,51,44,43,0.061,111,35,48,0,0,0,0,0,1,1,0,52,fail
810,0.3,fresher,43,58,61,73,34,0.228,80,52,64,0,0,0,0,0,1,1,0,41,fail
811,13.9,industry_veteran,38,72,57,65,30,0.075,72,52,31,0,0,0,0,0,1,1,0,49,fail
812,8.5,senior_professional,59,44,70,49,47,0.204,116,50,47,0,0,0,0,0,1,1,0,36,fail
813,10.1,industry_veteran,84,79,100,93,84,0.123,55,91,100,0,0,0,0,0,1,1,0,75,pass
814,1.8,junior_professional,59,45,66,83,57,0.085,62,72,56,0,0,0,0,0,1,1,0,59,fail
815,12.7,industry_veteran,89,63,50,55,81,0.137,39,59,45,0,0,0,0,0,1,1,0,61,fail
816,0.0,fresher,69,82,81,68,62,0.189,119,67,54,0,0,0,0,0,1,1,0,59,fail
817,12.3,industry_veteran,55,71,56,54,42,0.167,66,47,32,0,0,0,0,0,1,1,0,30,fail
818,3.9,mid_level_expert,78,74,66,61,64,0.132,68,43,76,0,0,0,0,0,1,0,0,72,fail
819,9.6,senior_professional,68,65,68,54,56,0.111,71,64,58,0,0,0,0,0,1,1,0,55,fail
820,1.7,junior_professional,49,79,44,43,47,0.237,82,67,71,0,0,0,0,0,1,1,0,46,fail
821,6.3,senior_professional,53,31,39,34,51,0.098,104,45,48,0,0,0,0,0,1,1,0,44,fail
822,11.6,industry_veteran,35,65,67,47,74,0.24,40,67,77,1,0,0,0,0,1,1,0,46,fail
823,0.1,fresher,88,92,81,67,53,0.154,107,79,69,0,0,0,0,0,1,0,0,68,fail
824,5.0,mid_level_expert,80,65,76,72,69,0.221,50,80,72,0,0,0,1,0,1,1,0,68,fail
825,11.9,industry_veteran,75,59,62,58,94,0.102,27,59,52,0,0,0,0,0,1,1,0,62,fail
826,0.3,fresher,85,80,55,59,82,0.2,27,91,63,1,0,0,0,0,1,1,0,54,fail
827,10.2,industry_veteran,75,74,93,88,90,0.095,44,100,78,0,0,0,0,0,1,1,0,65,fail
828,3.3,mid_level_expert,80,78,69,68,57,0.178,35,47,68,0,0,0,0,0,1,1,0,75,pass
829,0.1,fresher,67,76,88,89,64,0.045,34,69,65,0,0,0,0,1,1,1,1,79,fail
830,14.9,industry_veteran,72,70,75,75,68,0.061,58,62,93,0,0,0,0,0,1,1,0,61,fail
831,1.4,junior_professional,67,96,56,79,65,0.054,121,71,81,0,0,0,0,0,1,1,0,63,fail
832,13.1,industry_veteran,85,74,75,84,61,0.102,65,85,84,0,0,0,0,0,1,1,0,75,pass
833,2.8,junior_professional,88,64,81,96,80,0.102,92,69,100,0,0,0,0,0,1,1,0,84,pass
834,13.3,industry_veteran,71,91,69,84,69,0.035,40,99,74,0,0,0,0,0,1,1,0,75,pass
835,14.8,industry_veteran,72,65,54,80,81,0.132,57,45,53,0,0,0,0,0,1,1,0,53,fail
836,0.9,fresher,75,92,63,90,49,0.164,113,73,60,0,0,0,0,1,1,1,0,53,fail
837,1.6,junior_professional,61,85,70,78,100,0.052,112,81,92,0,0,0,0,1,1,1,0,62,fail
838,10.9,industry_veteran,68,49,59,75,67,0.08,88,73,77,0,0,0,0,0,1,1,0,52,fail
839,0.1,fresher,67,93,100,100,100,0.095,108,100,100,0,0,0,0,0,0,1,0,76,fail
840,3.2,mid_level_expert,27,76,60,80,48,0.105,103,89,57,0,0,0,0,0,1,1,0,48,fail
841,1.2,junior_professional,53,50,44,32,41,0.054,53,64,39,0,0,0,0,0,1,1,0,37,fail
842,1.1,junior_professional,65,56,62,59,79,0.121,80,72,97,0,0,0,0,1,1,1,0,57,fail
843,12.9,industry_veteran,72,60,42,65,60,0.15,112,34,46,0,0,0,0,0,1,1,0,59,fail
844,0.0,fresher,100,87,84,100,63,0.105,27,85,100,0,0,0,0,0,1,1,0,78,pass
845,6.6,senior_professional,69,96,86,86,90,0.024,41,87,87,0,0,0,0,0,1,0,0,72,fail
846,3.9,mid_level_expert,38,35,33,24,38,0.103,129,23,46,0,0,0,0,0,1,1,0,25,fail
847,12.1,industry_veteran,70,83,71,75,67,0.051,90,75,71,0,1,0,0,0,1,1,0,69,fail
848,2.5,junior_professional,70,98,59,60,71,0.068,49,56,53,0,0,0,0,0,1,1,0,60,fail
849,6.4,senior_professional,46,39,53,31,62,0.169,105,49,50,0,0,0,0,0,1,1,0,40,fail
850,13.4,industry_veteran,38,53,69,38,57,0.104,84,34,64,0,0,0,0,0,1,1,0,37,fail
851,1.8,junior_professional,100,93,74,88,74,0.072,94,64,86,0,0,0,0,0,1,1,0,74,pass
852,0.3,fresher,96,66,80,94,74,0.113,107,69,82,0,0,0,0,0,1,1,0,80,pass
853,5.2,mid_level_expert,92,60,69,54,74,0.109,76,68,63,0,0,0,0,0,1,1,0,63,fail
854,0.2,fresher,100,85,94,100,78,0.168,100,85,89,0,0,0,0,0,1,1,0,75,pass
855,5.0,mid_level_expert,88,75,78,75,98,0.113,93,73,100,0,0,0,0,0,1,1,0,75,pass
856,1.2,junior_professional,87,100,80,63,93,0.065,68,76,100,0,0,0,0,0,1,1,0,90,pass
857,7.1,senior_professional,80,100,76,100,85,0.051,49,90,100,0,0,0,0,0,1,1,0,90,pass
858,0.4,fresher,79,85,84,93,90,0.01,77,76,85,0,0,0,1,0,1,1,0,86,fail
859,0.1,fresher,100,79,54,88,67,0.117,62,79,86,0,0,0,1,0,1,1,0,82,fail
860,5.5,mid_level_expert,72,73,81,73,61,0.086,79,76,55,0,0,0,0,0,1,1,0,55,fail
861,0.8,fresher,43,44,37,66,64,0.118,76,66,48,0,0,0,0,0,1,1,0,47,fail
862,11.6,industry_veteran,75,74,37,85,81,0.12,40,73,84,0,0,0,0,0,1,1,0,59,fail
863,14.8,industry_veteran,72,62,96,90,65,0.056,40,83,79,0,0,0,0,0,1,1,0,71,pass
864,3.6,mid_level_expert,77,78,98,70,62,0.111,106,72,63,0,0,0,0,0,0,1,0,62,fail
865,9.0,senior_professional,43,100,68,84,95,0.015,111,87,100,0,0,0,0,0,1,1,0,87,pass
866,5.6,mid_level_expert,100,99,100,95,65,0.064,34,93,66,0,0,0,0,0,1,1,0,86,pass
867,1.1,junior_professional,66,91,76,87,79,0.031,65,80,66,0,0,0,0,0,1,1,0,71,pass
868,0.1,fresher,76,100,70,100,94,0.123,88,91,82,0,0,0,0,0,1,1,0,75,pass
869,5.1,mid_level_expert,63,69,68,76,66,0.151,92,47,29,0,0,0,0,0,1,1,0,54,fail
870,1.7,junior_professional,100,71,78,85,79,0.041,27,83,61,0,0,0,0,0,1,1,0,76,pass
871,6.4,senior_professional,13,43,34,50,40,0.144,29,31,62,0,1,0,0,0,1,1,0,32,fail
872,0.5,fresher,100,100,79,100,100,0.14,129,98,100,0,0,0,0,0,1,1,0,85,pass
873,2.3,junior_professional,58,75,82,83,97,0.037,89,68,68,0,0,0,0,0,1,1,0,70,pass
874,5.5,mid_level_expert,67,98,75,82,100,0.024,49,100,90,0,0,0,0,0,1,1,0,93,pass
875,0.1,fresher,31,37,47,13,26,0.075,130,33,36,0,0,0,0,0,1,1,0,31,fail
876,0.3,fresher,98,100,100,98,95,0.021,103,100,100,0,0,0,0,0,1,1,0,100,pass
877,2.0,junior_professional,47,93,67,56,30,0.158,94,70,39,1,0,0,0,0,1,1,0,65,fail
878,3.8,mid_level_expert,35,61,40,68,52,0.171,65,51,68,1,0,0,0,0,1,1,0,35,fail
879,4.8,mid_level_expert,90,45,69,58,45,0.157,108,51,64,0,0,0,0,0,1,1,0,64,fail
880,0.1,fresher,56,39,29,51,28,0.206,75,17,49,0,0,0,0,0,1,1,0,26,fail
881,2.7,junior_professional,100,90,88,79,95,0.053,44,64,77,0,0,1,0,1,1,1,0,74,fail
882,0.9,fresher,68,61,67,56,69,0.108,98,57,50,0,0,0,0,0,1,1,0,42,fail
883,1.1,junior_professional,96,93,100,78,71,0.126,70,59,93,0,0,0,0,0,1,1,0,91,pass
884,4.2,mid_level_expert,59,81,64,91,79,0.01,57,53,70,1,0,0,0,0,1,0,0,58,fail
885,2.2,junior_professional,49,56,61,69,66,0.078,111,64,69,0,0,0,0,0,1,1,0,53,fail
886,1.6,junior_professional,100,84,93,94,97,0.115,25,90,98,0,0,0,0,0,1,1,0,90,pass
887,0.3,fresher,64,45,42,57,78,0.042,34,56,63,0,0,0,0,0,1,1,0,54,fail
888,6.1,senior_professional,76,40,78,58,65,0.068,55,86,77,0,0,0,0,0,1,1,0,58,fail
889,1.9,junior_professional,62,70,51,85,53,0.118,100,47,82,0,0,0,0,0,1,1,0,57,fail
890,3.9,mid_level_expert,84,66,77,86,96,0.118,59,69,69,0,0,0,0,0,1,1,0,71,pass
891,0.1,fresher,56,78,34,43,36,0.071,91,72,65,0,0,0,0,0,1,1,0,51,fail
892,2.5,junior_professional,72,44,75,61,82,0.155,93,59,76,0,0,0,0,0,1,1,0,63,fail
893,1.7,junior_professional,43,35,15,33,33,0.162,97,32,14,0,0,0,0,0,1,1,0,16,fail
894,13.6,industry_veteran,100,93,100,100,100,0.071,120,93,86,0,0,0,0,0,1,1,0,100,pass
895,0.5,fresher,76,83,98,96,100,0.081,101,79,94,0,0,0,0,0,1,1,0,71,pass
896,1.5,junior_professional,74,61,60,55,57,0.192,81,50,74,0,0,0,0,0,1,1,0,65,fail
897,1.4,junior_professional,55,45,43,58,52,0.199,43,47,45,0,0,0,0,0,1,1,0,36,fail
898,0.4,fresher,100,85,77,76,80,0.133,80,88,77,0,0,0,0,0,1,1,0,75,pass
899,0.7,fresher,85,70,95,87,100,0.151,69,96,88,0,0,0,0,0,1,1,0,79,pass
900,11.7,industry_veteran,84,59,77,79,50,0.025,30,88,54,0,0,0,0,1,1,1,0,49,fail
901,2.5,junior_professional,74,46,60,80,70,0.135,48,60,45,0,0,0,0,0,1,1,0,60,fail
902,0.5,fresher,74,87,55,51,68,0.103,67,66,64,0,0,0,0,0,1,1,0,44,fail
903,0.3,fresher,54,75,72,83,73,0.141,106,77,79,0,0,0,0,0,1,1,0,61,fail
904,7.1,senior_professional,0,24,24,34,20,0.195,110,44,20,0,0,0,0,0,1,1,0,3,fail
905,4.5,mid_level_expert,59,58,60,84,63,0.127,96,64,57,0,0,0,0,0,1,1,0,55,fail
906,4.8,mid_level_expert,62,63,79,71,50,0.166,103,64,57,0,0,0,1,0,1,1,0,55,fail
907,5.0,mid_level_expert,100,74,81,74,83,0.087,55,65,88,0,0,0,0,0,1,1,0,78,pass
908,2.8,junior_professional,82,74,53,67,70,0.171,73,67,68,0,0,0,0,0,1,1,0,62,fail
909,3.9,mid_level_expert,100,72,100,100,100,0.091,95,93,100,1,0,0,0,0,1,1,0,88,fail
910,0.7,fresher,67,67,39,83,67,0.069,86,68,74,0,0,0,0,0,1,1,0,62,fail
911,9.6,senior_professional,100,100,93,97,98,0.124,76,85,98,0,0,0,0,0,1,1,0,89,pass
912,0.5,fresher,92,94,100,88,87,0.133,72,79,98,0,0,0,0,0,1,1,1,92,fail
913,2.7,junior_professional,83,53,65,60,83,0.109,121,77,64,0,0,0,0,0,1,1,0,39,fail
914,10.5,industry_veteran,50,46,50,96,54,0.22,36,58,58,0,0,0,0,0,1,1,0,43,fail
915,10.1,industry_veteran,83,71,41,90,74,0.123,96,67,94,0,0,0,0,0,1,1,0,65,fail
916,0.3,fresher,54,73,70,65,45,0.198,58,54,44,0,0,0,0,0,1,1,1,38,fail
917,3.0,mid_level_expert,47,42,12,23,16,0.199,91,30,45,0,0,0,0,0,1,1,0,22,fail
918,0.6,fresher,79,77,59,64,82,0.269,35,74,79,0,0,0,0,0,1,1,0,64,fail
919,0.2,fresher,58,72,82,50,51,0.184,83,42,59,0,0,0,0,0,1,1,0,45,fail
920,6.8,senior_professional,77,56,54,78,53,0.133,77,45,72,1,1,0,0,0,1,1,0,65,fail
921,5.5,mid_level_expert,85,50,91,99,86,0.066,116,86,70,0,0,0,0,0,1,1,0,74,pass
922,6.9,senior_professional,81,80,62,65,49,0.125,123,76,63,0,0,1,0,0,1,1,0,76,fail
923,6.5,senior_professional,96,91,99,100,66,0.041,75,80,84,0,0,0,1,0,1,1,0,84,fail
924,14.5,industry_veteran,31,65,46,59,54,0.163,125,60,19,0,0,0,0,0,1,1,0,35,fail
925,5.0,mid_level_expert,72,51,72,85,69,0.169,74,58,57,0,0,0,0,0,1,1,0,60,fail
926,3.5,mid_level_expert,48,43,46,46,38,0.205,87,52,48,0,0,0,0,0,1,1,0,44,fail
927,9.7,senior_professional,54,58,37,53,55,0.092,97,31,56,0,0,0,1,1,1,1,0,39,fail
928,0.6,fresher,47,54,36,68,57,0.169,104,78,59,0,0,0,0,0,1,1,0,38,fail
929,6.2,senior_professional,8,33,10,36,47,0.153,79,36,33,0,0,0,0,0,1,1,0,14,fail
930,3.4,mid_level_expert,68,62,51,73,84,0.201,94,54,89,0,0,0,0,0,1,1,0,58,fail
931,3.2,mid_level_expert,72,64,67,64,67,0.168,85,68,93,0,0,0,1,0,1,1,0,59,fail
932,0.1,fresher,84,76,77,99,79,0.054,49,78,77,0,0,0,0,0,1,1,0,83,pass
933,2.0,junior_professional,87,81,85,91,75,0.139,87,68,100,0,0,0,0,0,1,1,0,78,pass
934,6.0,senior_professional,72,84,52,49,68,0.125,51,42,60,0,0,0,1,0,1,1,0,62,fail
935,9.5,senior_professional,66,88,62,84,64,0.089,37,79,58,0,0,0,0,0,1,1,0,75,pass
936,15.0,industry_veteran,73,87,71,69,74,0.116,68,79,45,0,0,0,0,0,1,1,0,59,fail
937,0.8,fresher,58,82,93,80,57,0.1,41,67,69,1,0,0,0,0,0,1,0,64,fail
938,14.3,industry_veteran,80,86,78,87,70,0.124,97,100,81,0,0,0,0,0,1,1,0,87,pass
939,4.3,mid_level_expert,86,76,100,100,87,0.137,29,100,84,0,0,0,0,0,1,1,0,90,pass
940,1.5,junior_professional,70,74,83,67,58,0.115,93,84,73,0,0,0,0,0,1,1,0,66,pass
941,5.2,mid_level_expert,94,66,97,95,100,0.088,92,84,100,0,0,0,0,0,1,1,0,82,pass
942,0.5,fresher,64,87,42,69,60,0.195,38,59,68,0,0,0,0,0,1,1,0,59,fail
943,1.7,junior_professional,87,67,69,61,96,0.17,110,68,66,0,0,0,0,0,1,0,0,73,fail
944,7.7,senior_professional,64,89,70,94,67,0.034,38,83,74,0,0,0,0,0,1,1,0,61,fail
945,0.8,fresher,59,82,42,77,73,0.1,99,49,58,0,0,0,0,0,1,1,0,57,fail
946,0.2,fresher,93,86,67,65,52,0.088,123,68,60,0,0,0,0,1,1,1,0,70,fail
947,13.6,industry_veteran,74,75,71,77,99,0.141,28,87,88,0,0,0,0,0,1,1,0,76,pass
948,0.1,fresher,60,48,43,36,30,0.072,35,51,39,0,0,0,0,0,1,1,0,29,fail
949,12.1,industry_veteran,100,77,80,100,74,0.196,32,96,100,0,0,0,0,0,1,1,0,75,pass
950,8.9,senior_professional,66,61,66,85,48,0.208,99,74,63,0,0,0,0,1,1,1,0,64,fail
951,0.2,fresher,38,42,56,58,11,0.153,63,54,67,0,0,0,0,0,1,1,0,44,fail
952,7.0,senior_professional,85,70,79,71,67,0.234,102,60,70,0,0,0,0,0,1,1,0,56,fail
953,1.7,junior_professional,87,82,99,100,66,0.066,56,71,71,0,0,0,0,0,1,1,0,75,pass
954,4.9,mid_level_expert,81,65,66,70,82,0.048,89,75,73,0,0,0,0,0,1,1,0,57,fail
955,4.0,mid_level_expert,100,86,100,100,100,0.06,35,100,92,0,1,0,0,0,1,1,0,83,fail
956,7.6,senior_professional,100,100,100,100,100,0.08,90,92,100,0,0,0,0,0,1,1,0,93,pass
957,13.8,industry_veteran,100,95,70,100,100,0.191,94,73,81,0,0,0,0,0,1,1,0,81,pass
958,8.1,senior_professional,77,71,62,78,90,0.178,48,77,85,0,0,0,0,0,1,1,0,61,fail
959,3.4,mid_level_expert,43,52,26,44,63,0.133,79,35,54,1,0,0,0,0,1,1,0,50,fail
960,9.1,senior_professional,65,89,67,82,79,0.086,106,84,71,0,0,0,0,0,1,1,0,72,pass
961,3.4,mid_level_expert,42,55,99,70,40,0.145,130,47,67,0,0,0,0,0,1,1,0,45,fail
962,0.3,fresher,100,100,87,100,100,0.187,59,100,82,0,0,0,0,0,1,0,0,84,fail
963,14.2,industry_veteran,74,68,66,74,52,0.096,26,44,65,0,0,0,0,0,1,1,0,64,fail
964,3.1,mid_level_expert,100,95,100,98,76,0.01,124,92,100,0,0,0,0,0,1,1,0,91,pass
965,5.4,mid_level_expert,33,59,42,30,32,0.173,59,2,10,0,0,0,0,0,1,1,0,27,fail
966,5.6,mid_level_expert,66,62,62,66,48,0.109,73,59,45,0,0,0,0,0,1,1,1,62,fail
967,0.7,fresher,57,67,61,58,46,0.169,130,55,62,0,0,0,0,0,1,1,0,51,fail
968,11.9,industry_veteran,50,21,53,30,53,0.177,112,46,14,0,0,0,0,0,1,1,1,37,fail
969,1.2,junior_professional,92,65,77,86,84,0.139,124,80,69,0,0,0,0,0,1,1,0,78,pass
970,12.1,industry_veteran,73,65,65,95,88,0.01,125,75,72,0,0,0,0,0,1,1,0,69,fail
971,8.7,senior_professional,48,66,81,55,67,0.114,110,76,67,0,0,0,0,0,1,1,0,55,fail
972,7.2,senior_professional,77,67,64,81,71,0.187,82,50,73,0,0,0,0,0,1,1,0,51,fail
973,3.8,mid_level_expert,61,79,92,100,81,0.099,33,100,52,0,0,0,0,0,1,1,0,66,fail
974,1.6,junior_professional,96,42,66,46,59,0.122,28,46,98,0,0,0,0,0,1,1,0,60,fail
975,1.8,junior_professional,79,64,94,90,91,0.141,65,65,95,0,0,0,0,0,1,1,0,69,fail
976,5.2,mid_level_expert,65,56,30,53,46,0.058,128,53,67,0,0,0,0,0,1,1,0,47,fail
977,0.6,fresher,81,82,81,96,99,0.121,70,97,95,0,0,0,0,0,1,1,0,95,pass
978,12.1,industry_veteran,100,100,100,100,100,0.103,112,88,100,0,0,0,0,0,1,1,0,96,pass
979,8.6,senior_professional,70,98,82,95,86,0.124,114,83,85,0,0,0,0,0,0,1,0,89,fail
980,1.1,junior_professional,16,52,45,46,14,0.098,100,52,43,0,0,0,0,0,1,1,1,30,fail
981,7.2,senior_professional,42,23,47,56,39,0.192,41,49,47,0,0,0,0,0,1,1,0,30,fail
982,10.3,industry_veteran,99,83,100,85,78,0.028,106,86,77,0,0,0,0,0,1,1,0,90,pass
983,2.2,junior_professional,38,71,62,85,52,0.01,103,87,90,0,0,0,1,0,1,1,0,61,fail
984,0.8,fresher,57,62,30,34,70,0.172,52,40,43,0,0,0,0,0,1,1,0,33,fail
985,2.6,junior_professional,52,67,36,53,41,0.21,31,46,72,0,0,0,0,0,1,1,0,44,fail
986,2.4,junior_professional,55,54,38,53,31,0.087,78,36,46,0,0,0,0,0,1,1,0,33,fail
987,1.6,junior_professional,41,66,73,54,59,0.095,81,44,22,0,0,0,0,0,1,1,0,43,fail
988,0.1,fresher,63,60,57,57,66,0.111,44,45,72,0,0,0,0,0,1,1,0,68,fail
989,10.5,industry_veteran,62,60,58,63,74,0.163,63,66,80,0,0,0,0,0,1,1,0,55,fail
990,0.4,fresher,66,76,70,67,66,0.166,50,47,97,0,0,0,0,0,1,1,0,64,fail
991,13.1,industry_veteran,72,43,69,76,62,0.129,75,62,68,0,0,0,1,0,1,1,0,65,fail
992,5.2,mid_level_expert,28,18,20,30,28,0.166,81,31,19,0,0,0,0,0,1,1,0,20,fail
993,9.7,senior_professional,56,39,49,83,39,0.101,84,77,37,0,0,0,0,1,1,1,0,44,fail
994,9.0,senior_professional,98,73,70,65,80,0.072,26,67,70,0,1,0,0,0,1,1,0,78,fail
995,0.7,fresher,82,60,63,66,74,0.01,53,82,74,0,0,0,0,0,1,1,0,74,pass
996,0.3,fresher,51,60,72,71,81,0.124,51,62,56,0,0,0,0,1,1,1,1,60,fail
997,6.5,senior_professional,75,67,85,83,76,0.13,90,52,77,0,0,0,0,0,1,1,0,62,fail
998,3.2,mid_level_expert,82,89,83,96,89,0.075,49,94,99,0,0,0,0,0,1,1,0,76,pass
999,8.6,senior_professional,52,90,81,81,95,0.042,33,65,81,1,0,0,0,0,1,1,0,73,fail
1000,1.8,junior_professional,67,100,100,90,99,0.131,94,87,100,0,0,0,0,0,1,1,0,72,pass
1001,1.3,junior_professional,25,58,71,52,51,0.158,69,39,46,0,0,0,0,0,1,1,0,36,fail
1002,2.4,junior_professional,91,74,76,73,71,0.098,127,87,74,0,0,0,0,0,1,1,0,74,pass
1003,14.3,industry_veteran,93,80,100,100,100,0.188,77,85,100,0,0,0,0,0,1,1,0,88,pass
1004,8.4,senior_professional,98,85,63,84,62,0.099,71,68,79,0,0,0,0,0,1,1,0,78,pass
1005,0.3,fresher,42,65,75,79,78,0.165,36,70,62,0,0,0,0,0,1,1,0,50,fail
1006,13.7,industry_veteran,83,76,69,64,85,0.116,126,77,100,0,0,0,0,0,1,1,0,75,pass
1007,8.3,senior_professional,39,64,55,73,64,0.1,125,71,89,0,0,0,1,0,1,1,0,59,fail
1008,0.3,fresher,100,100,100,100,100,0.049,95,100,100,0,0,0,0,0,1,1,0,91,pass
1009,7.3,senior_professional,94,44,68,74,67,0.121,66,89,76,0,0,0,0,0,1,1,0,62,fail
1010,4.0,mid_level_expert,82,94,80,80,69,0.054,121,83,83,0,1,0,0,0,1,1,0,85,fail
1011,0.8,fresher,79,56,60,45,65,0.103,36,61,51,0,0,0,0,0,1,1,0,70,pass
1012,0.3,fresher,62,45,68,62,57,0.05,82,68,20,0,0,0,0,0,1,1,0,61,fail
1013,14.1,industry_veteran,57,53,40,64,63,0.125,63,76,64,0,0,0,0,0,1,1,0,53,fail
1014,9.4,senior_professional,88,84,81,78,64,0.11,82,60,55,0,0,0,0,0,1,1,0,74,pass
1015,2.2,junior_professional,52,44,51,38,47,0.048,120,24,36,0,0,0,0,0,1,1,0,41,fail
1016,0.2,fresher,84,67,76,73,59,0.176,49,64,83,0,0,0,0,0,1,1,0,60,fail
1017,14.6,industry_veteran,32,55,44,53,33,0.143,50,64,51,0,0,0,0,0,1,1,1,31,fail
1018,0.6,fresher,71,76,66,75,93,0.051,101,53,77,0,0,0,0,0,0,1,0,77,fail
1019,8.3,senior_professional,54,43,54,64,93,0.205,88,31,40,0,0,0,0,0,1,1,0,31,fail
1020,10.7,industry_veteran,43,37,34,44,39,0.161,70,56,62,0,0,0,0,0,1,1,0,33,fail
1021,10.4,industry_veteran,68,75,79,72,84,0.175,93,57,81,0,0,0,0,0,1,1,0,58,fail
1022,12.7,industry_veteran,100,100,96,99,78,0.061,31,90,95,0,0,0,0,0,1,1,0,84,pass
1023,11.2,industry_veteran,91,75,100,82,90,0.103,68,74,67,0,0,0,0,0,1,1,0,86,pass
1024,12.5,industry_veteran,85,92,90,88,85,0.123,43,74,86,0,0,0,0,0,1,1,0,80,pass
1025,1.8,junior_professional,64,71,64,65,71,0.163,63,63,58,0,0,0,0,0,1,1,0,56,fail
1026,1.3,junior_professional,35,41,42,29,44,0.115,115,61,26,0,0,0,0,0,1,1,0,52,fail
1027,11.6,industry_veteran,69,97,78,84,79,0.099,31,86,59,0,0,0,0,0,1,1,0,69,fail
1028,9.9,senior_professional,72,100,68,100,100,0.052,70,82,100,0,0,0,0,0,1,1,0,75,pass
1029,1.3,junior_professional,45,59,60,83,85,0.01,53,55,74,0,0,0,0,0,1,1,0,59,fail
1030,0.3,fresher,100,55,63,89,89,0.049,126,66,98,0,0,0,0,0,1,1,0,87,pass
1031,6.8,senior_professional,91,100,90,96,94,0.045,68,98,84,0,0,0,0,0,1,1,0,87,pass
1032,4.6,mid_level_expert,66,67,98,86,83,0.183,100,88,84,0,0,0,0,0,1,1,0,52,fail
1033,0.8,fresher,84,89,79,100,100,0.065,36,100,100,0,0,0,0,0,1,0,0,87,fail
1034,0.7,fresher,30,57,56,47,53,0.174,90,47,42,0,0,0,0,0,1,1,0,43,fail
1035,4.6,mid_level_expert,100,92,89,96,95,0.08,97,88,100,0,0,0,0,0,1,1,0,93,pass
1036,3.1,mid_level_expert,63,74,94,96,67,0.055,124,86,87,0,0,0,0,0,1,1,0,74,pass
1037,8.9,senior_professional,58,68,88,83,81,0.119,74,78,88,0,0,0,0,0,1,1,0,70,pass
1038,11.3,industry_veteran,80,73,71,69,73,0.038,124,71,100,0,0,0,0,0,1,1,0,80,pass
