id,role,experience_band,years_experience,focus_area,skill_topic,difficulty_level,question_text,question_family,skill_area
Q_04209,Cybersecurity Analyst,mid_level_expert,3.5,personality,Communication,hard,"For a Cybersecurity Analyst, ask a hard scenario personality question about Communication. The answer should show examples, ownership, and reflection. Question id 4209.",scenario,Communication
Q_04210,Cybersecurity Analyst,mid_level_expert,3.0,personality,Collaboration,hard,"For a Cybersecurity Analyst, ask a hard scenario personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 4210.",scenario,Communication
Q_04211,Cybersecurity Analyst,mid_level_expert,3.7,personality,Collaboration,hard,"For a Cybersecurity Analyst, ask a hard scenario personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 4211.",scenario,Communication
Q_04212,Cybersecurity Analyst,mid_level_expert,5.6,personality,Attention to detail,hard,"For a Cybersecurity Analyst, ask a hard scenario personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 4212.",scenario,Communication
Q_04213,Cybersecurity Analyst,senior_professional,9.0,technical,Networking,easy,"For a Cybersecurity Analyst with senior_professional experience, ask a easy conceptual question about Networking. Include practical constraints and evaluation points. Question id 4213.",conceptual,Networking
Q_04214,Cybersecurity Analyst,senior_professional,6.5,technical,Networking,easy,"For a Cybersecurity Analyst with senior_professional experience, ask a easy conceptual question about Networking. Include practical constraints and evaluation points. Question id 4214.",conceptual,Networking
Q_04215,Cybersecurity Analyst,senior_professional,8.2,technical,Software Engineering,easy,"For a Cybersecurity Analyst with senior_professional experience, ask a easy conceptual question about Software Engineering. Include practical constraints and evaluation points. Question id 4215.",conceptual,Software Engineering
Q_04216,Cybersecurity Analyst,senior_professional,7.7,technical,Networking,easy,"For a Cybersecurity Analyst with senior_professional experience, ask a easy conceptual question about Networking. Include practical constraints and evaluation points. Question id 4216.",conceptual,Networking
Q_04217,Cybersecurity Analyst,senior_professional,6.9,technical,Networking,easy,"For a Cybersecurity Analyst with senior_professional experience, ask a easy conceptual question about Networking. Include practical constraints and evaluation points. Question id 4217.",conceptual,Networking
Q_04218,Cybersecurity Analyst,senior_professional,6.6,technical,Software Engineering,easy,"For a Cybersecurity Analyst with senior_professional experience, ask a easy conceptual question about Software Engineering. Include practical constraints and evaluation points. Question id 4218.",conceptual,Software Engineering
Q_04219,Cybersecurity Analyst,senior_professional,9.5,technical,Networking,easy,"For a Cybersecurity Analyst with senior_professional experience, ask a easy conceptual question about Networking. Include practical constraints and evaluation points. Question id 4219.",conceptual,Networking
Q_04220,Cybersecurity Analyst,senior_professional,9.3,technical,Networking,easy,"For a Cybersecurity Analyst with senior_professional experience, ask a easy conceptual question about Networking. Include practical constraints and evaluation points. Question id 4220.",conceptual,Networking
Q_04221,Cybersecurity Analyst,senior_professional,7.5,technical,Networking,easy,"For a Cybersecurity Analyst with senior_professional experience, ask a easy conceptual question about Networking. Include practical constraints and evaluation points. Question id 4221.",conceptual,Networking
Q_04222,Cybersecurity Analyst,senior_professional,8.8,technical,Networking,medium,"For a Cybersecurity Analyst with senior_professional experience, ask a medium scenario question about Networking. Include practical constraints and evaluation points. Question id 4222.",scenario,Networking
Q_04223,Cybersecurity Analyst,senior_professional,6.9,technical,Software Engineering,medium,"For a Cybersecurity Analyst with senior_professional experience, ask a medium scenario question about Software Engineering. Include practical constraints and evaluation points. Question id 4223.",scenario,Software Engineering
Q_04224,Cybersecurity Analyst,senior_professional,6.5,technical,Software Engineering,medium,"For a Cybersecurity Analyst with senior_professional experience, ask a medium scenario question about Software Engineering. Include practical constraints and evaluation points. Question id 4224.",scenario,Software Engineering
Q_04225,Cybersecurity Analyst,senior_professional,7.2,technical,Networking,medium,"For a Cybersecurity Analyst with senior_professional experience, ask a medium scenario question about Networking. Include practical constraints and evaluation points. Question id 4225.",scenario,Networking
Q_04226,Cybersecurity Analyst,senior_professional,8.2,technical,Software Engineering,medium,"For a Cybersecurity Analyst with senior_professional experience, ask a medium scenario question about Software Engineering. Include practical constraints and evaluation points. Question id 4226.",scenario,Software Engineering
Q_04227,Cybersecurity Analyst,senior_professional,8.5,technical,Software Engineering,medium,"For a Cybersecurity Analyst with senior_professional experience, ask a medium scenario question about Software Engineering. Include practical constraints and evaluation points. Question id 4227.",scenario,Software Engineering
Q_04228,Cybersecurity Analyst,senior_professional,7.3,technical,Software Engineering,medium,"For a Cybersecurity Analyst with senior_professional experience, ask a medium scenario question about Software Engineering. Include practical constraints and evaluation points. Question id 4228.",scenario,Software Engineering
Q_04229,Cybersecurity Analyst,senior_professional,9.8,technical,Networking,medium,"For a Cybersecurity Analyst with senior_professional experience, ask a medium scenario question about Networking. Include practical constraints and evaluation points. Question id 4229.",scenario,Networking
Q_04230,Cybersecurity Analyst,senior_professional,7.2,technical,Software Engineering,medium,"For a Cybersecurity Analyst with senior_professional experience, ask a medium scenario question about Software Engineering. Include practical constraints and evaluation points. Question id 4230.",scenario,Software Engineering
Q_04231,Cybersecurity Analyst,senior_professional,7.9,technical,Software Engineering,hard,"For a Cybersecurity Analyst with senior_professional experience, ask a hard architecture question about Software Engineering. Include practical constraints and evaluation points. Question id 4231.",architecture,Software Engineering
Q_04232,Cybersecurity Analyst,senior_professional,8.7,technical,Software Engineering,hard,"For a Cybersecurity Analyst with senior_professional experience, ask a hard architecture question about Software Engineering. Include practical constraints and evaluation points. Question id 4232.",architecture,Software Engineering
Q_04233,Cybersecurity Analyst,senior_professional,6.6,technical,Networking,hard,"For a Cybersecurity Analyst with senior_professional experience, ask a hard architecture question about Networking. Include practical constraints and evaluation points. Question id 4233.",architecture,Networking
Q_04234,Cybersecurity Analyst,senior_professional,7.1,technical,Networking,hard,"For a Cybersecurity Analyst with senior_professional experience, ask a hard architecture question about Networking. Include practical constraints and evaluation points. Question id 4234.",architecture,Networking
Q_04235,Cybersecurity Analyst,senior_professional,7.7,technical,Software Engineering,hard,"For a Cybersecurity Analyst with senior_professional experience, ask a hard architecture question about Software Engineering. Include practical constraints and evaluation points. Question id 4235.",architecture,Software Engineering
Q_04236,Cybersecurity Analyst,senior_professional,8.9,technical,Networking,hard,"For a Cybersecurity Analyst with senior_professional experience, ask a hard architecture question about Networking. Include practical constraints and evaluation points. Question id 4236.",architecture,Networking
Q_04237,Cybersecurity Analyst,senior_professional,6.5,technical,Networking,hard,"For a Cybersecurity Analyst with senior_professional experience, ask a hard architecture question about Networking. Include practical constraints and evaluation points. Question id 4237.",architecture,Networking
Q_04238,Cybersecurity Analyst,senior_professional,6.1,technical,Software Engineering,hard,"For a Cybersecurity Analyst with senior_professional experience, ask a hard architecture question about Software Engineering. Include practical constraints and evaluation points. Question id 4238.",architecture,Software Engineering
Q_04239,Cybersecurity Analyst,senior_professional,8.3,technical,Networking,hard,"For a Cybersecurity Analyst with senior_professional experience, ask a hard conceptual question about Networking. Include practical constraints and evaluation points. Question id 4239.",conceptual,Networking
Q_04240,Cybersecurity Analyst,senior_professional,6.5,personality,Openness to learning,easy,"For a Cybersecurity Analyst, ask a easy behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 4240.",behavioral,Communication
Q_04241,Cybersecurity Analyst,senior_professional,7.1,personality,Collaboration,easy,"For a Cybersecurity Analyst, ask a easy behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 4241.",behavioral,Communication
Q_04242,Cybersecurity Analyst,senior_professional,8.4,personality,Collaboration,easy,"For a Cybersecurity Analyst, ask a easy behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 4242.",behavioral,Communication
Q_04243,Cybersecurity Analyst,senior_professional,6.4,personality,Collaboration,easy,"For a Cybersecurity Analyst, ask a easy behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 4243.",behavioral,Communication
Q_04244,Cybersecurity Analyst,senior_professional,9.3,personality,Openness to learning,easy,"For a Cybersecurity Analyst, ask a easy behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 4244.",behavioral,Communication
Q_04245,Cybersecurity Analyst,senior_professional,7.7,personality,Openness to learning,easy,"For a Cybersecurity Analyst, ask a easy behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 4245.",behavioral,Communication
Q_04246,Cybersecurity Analyst,senior_professional,7.5,personality,Collaboration,easy,"For a Cybersecurity Analyst, ask a easy behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 4246.",behavioral,Communication
Q_04247,Cybersecurity Analyst,senior_professional,9.0,personality,Stress handling,easy,"For a Cybersecurity Analyst, ask a easy behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 4247.",behavioral,Communication
Q_04248,Cybersecurity Analyst,senior_professional,9.5,personality,Collaboration,easy,"For a Cybersecurity Analyst, ask a easy behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 4248.",behavioral,Communication
Q_04249,Cybersecurity Analyst,senior_professional,6.4,personality,Attention to detail,medium,"For a Cybersecurity Analyst, ask a medium behavioral personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 4249.",behavioral,Communication
Q_04250,Cybersecurity Analyst,senior_professional,9.2,personality,Openness to learning,medium,"For a Cybersecurity Analyst, ask a medium behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 4250.",behavioral,Communication
Q_04251,Cybersecurity Analyst,senior_professional,7.3,personality,Communication,medium,"For a Cybersecurity Analyst, ask a medium behavioral personality question about Communication. The answer should show examples, ownership, and reflection. Question id 4251.",behavioral,Communication
Q_04252,Cybersecurity Analyst,senior_professional,8.6,personality,Collaboration,medium,"For a Cybersecurity Analyst, ask a medium behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 4252.",behavioral,Communication
Q_04253,Cybersecurity Analyst,senior_professional,9.8,personality,Collaboration,medium,"For a Cybersecurity Analyst, ask a medium conceptual personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 4253.",conceptual,Communication
Q_04254,Cybersecurity Analyst,senior_professional,9.2,personality,Openness to learning,medium,"For a Cybersecurity Analyst, ask a medium behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 4254.",behavioral,Communication
Q_04255,Cybersecurity Analyst,senior_professional,8.9,personality,Stress handling,medium,"For a Cybersecurity Analyst, ask a medium behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 4255.",behavioral,Communication
Q_04256,Cybersecurity Analyst,senior_professional,9.3,personality,Communication,medium,"For a Cybersecurity Analyst, ask a medium scenario personality question about Communication. The answer should show examples, ownership, and reflection. Question id 4256.",scenario,Communication
Q_04257,Cybersecurity Analyst,senior_professional,9.1,personality,Communication,medium,"For a Cybersecurity Analyst, ask a medium behavioral personality question about Communication. The answer should show examples, ownership, and reflection. Question id 4257.",behavioral,Communication
Q_04258,Cybersecurity Analyst,senior_professional,6.8,personality,Stress handling,hard,"For a Cybersecurity Analyst, ask a hard behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 4258.",behavioral,Communication
Q_04259,Cybersecurity Analyst,senior_professional,6.1,personality,Stress handling,hard,"For a Cybersecurity Analyst, ask a hard scenario personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 4259.",scenario,Communication
Q_04260,Cybersecurity Analyst,senior_professional,8.3,personality,Collaboration,hard,"For a Cybersecurity Analyst, ask a hard scenario personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 4260.",scenario,Communication
Q_04261,Cybersecurity Analyst,senior_professional,7.1,personality,Stress handling,hard,"For a Cybersecurity Analyst, ask a hard scenario personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 4261.",scenario,Communication
Q_04262,Cybersecurity Analyst,senior_professional,6.5,personality,Collaboration,hard,"For a Cybersecurity Analyst, ask a hard scenario personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 4262.",scenario,Communication
Q_04263,Cybersecurity Analyst,senior_professional,7.6,personality,Stress handling,hard,"For a Cybersecurity Analyst, ask a hard scenario personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 4263.",scenario,Communication
Q_04264,Cybersecurity Analyst,senior_professional,6.4,personality,Stress handling,hard,"For a Cybersecurity Analyst, ask a hard scenario personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 4264.",scenario,Communication
Q_04265,Cybersecurity Analyst,senior_professional,8.6,personality,Collaboration,hard,"For a Cybersecurity Analyst, ask a hard scenario personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 4265.",scenario,Communication
Q_04266,Cybersecurity Analyst,senior_professional,9.7,personality,Communication,hard,"For a Cybersecurity Analyst, ask a hard scenario personality question about Communication. The answer should show examples, ownership, and reflection. Question id 4266.",scenario,Communication
Q_04267,Cybersecurity Analyst,industry_veteran,11.8,technical,Software Engineering,easy,"For a Cybersecurity Analyst with industry_veteran experience, ask a easy conceptual question about Software Engineering. Include practical constraints and evaluation points. Question id 4267.",conceptual,Software Engineering
Q_04268,Cybersecurity Analyst,industry_veteran,10.6,technical,Networking,easy,"For a Cybersecurity Analyst with industry_veteran experience, ask a easy conceptual question about Networking. Include practical constraints and evaluation points. Question id 4268.",conceptual,Networking
Q_04269,Cybersecurity Analyst,industry_veteran,13.2,technical,Networking,easy,"For a Cybersecurity Analyst with industry_veteran experience, ask a easy conceptual question about Networking. Include practical constraints and evaluation points. Question id 4269.",conceptual,Networking
Q_04270,Cybersecurity Analyst,industry_veteran,13.7,technical,Software Engineering,easy,"For a Cybersecurity Analyst with industry_veteran experience, ask a easy conceptual question about Software Engineering. Include practical constraints and evaluation points. Question id 4270.",conceptual,Software Engineering
Q_04271,Cybersecurity Analyst,industry_veteran,12.6,technical,Software Engineering,easy,"For a Cybersecurity Analyst with industry_veteran experience, ask a easy conceptual question about Software Engineering. Include practical constraints and evaluation points. Question id 4271.",conceptual,Software Engineering
Q_04272,Cybersecurity Analyst,industry_veteran,14.0,technical,Networking,easy,"For a Cybersecurity Analyst with industry_veteran experience, ask a easy conceptual question about Networking. Include practical constraints and evaluation points. Question id 4272.",conceptual,Networking
Q_04273,Cybersecurity Analyst,industry_veteran,13.6,technical,Software Engineering,easy,"For a Cybersecurity Analyst with industry_veteran experience, ask a easy conceptual question about Software Engineering. Include practical constraints and evaluation points. Question id 4273.",conceptual,Software Engineering
Q_04274,Cybersecurity Analyst,industry_veteran,12.3,technical,Software Engineering,easy,"For a Cybersecurity Analyst with industry_veteran experience, ask a easy conceptual question about Software Engineering. Include practical constraints and evaluation points. Question id 4274.",conceptual,Software Engineering
Q_04275,Cybersecurity Analyst,industry_veteran,10.4,technical,Software Engineering,easy,"For a Cybersecurity Analyst with industry_veteran experience, ask a easy conceptual question about Software Engineering. Include practical constraints and evaluation points. Question id 4275.",conceptual,Software Engineering
Q_04276,Cybersecurity Analyst,industry_veteran,13.0,technical,Networking,medium,"For a Cybersecurity Analyst with industry_veteran experience, ask a medium scenario question about Networking. Include practical constraints and evaluation points. Question id 4276.",scenario,Networking
Q_04277,Cybersecurity Analyst,industry_veteran,12.6,technical,Software Engineering,medium,"For a Cybersecurity Analyst with industry_veteran experience, ask a medium scenario question about Software Engineering. Include practical constraints and evaluation points. Question id 4277.",scenario,Software Engineering
Q_04278,Cybersecurity Analyst,industry_veteran,11.7,technical,Networking,medium,"For a Cybersecurity Analyst with industry_veteran experience, ask a medium scenario question about Networking. Include practical constraints and evaluation points. Question id 4278.",scenario,Networking
Q_04279,Cybersecurity Analyst,industry_veteran,13.4,technical,Software Engineering,medium,"For a Cybersecurity Analyst with industry_veteran experience, ask a medium architecture question about Software Engineering. Include practical constraints and evaluation points. Question id 4279.",architecture,Software Engineering
Q_04280,Cybersecurity Analyst,industry_veteran,14.1,technical,Networking,medium,"For a Cybersecurity Analyst with industry_veteran experience, ask a medium scenario question about Networking. Include practical constraints and evaluation points. Question id 4280.",scenario,Networking
Q_04281,Cybersecurity Analyst,industry_veteran,12.7,technical,Networking,medium,"For a Cybersecurity Analyst with industry_veteran experience, ask a medium scenario question about Networking. Include practical constraints and evaluation points. Question id 4281.",scenario,Networking
Q_04282,Cybersecurity Analyst,industry_veteran,10.0,technical,Networking,medium,"For a Cybersecurity Analyst with industry_veteran experience, ask a medium debugging question about Networking. Include practical constraints and evaluation points. Question id 4282.",debugging,Networking
Q_04283,Cybersecurity Analyst,industry_veteran,12.5,technical,Software Engineering,medium,"For a Cybersecurity Analyst with industry_veteran experience, ask a medium scenario question about Software Engineering. Include practical constraints and evaluation points. Question id 4283.",scenario,Software Engineering
Q_04284,Cybersecurity Analyst,industry_veteran,13.4,technical,Networking,medium,"For a Cybersecurity Analyst with industry_veteran experience, ask a medium scenario question about Networking. Include practical constraints and evaluation points. Question id 4284.",scenario,Networking
Q_04285,Cybersecurity Analyst,industry_veteran,11.1,technical,Software Engineering,hard,"For a Cybersecurity Analyst with industry_veteran experience, ask a hard architecture question about Software Engineering. Include practical constraints and evaluation points. Question id 4285.",architecture,Software Engineering
Q_04286,Cybersecurity Analyst,industry_veteran,12.8,technical,Software Engineering,hard,"For a Cybersecurity Analyst with industry_veteran experience, ask a hard architecture question about Software Engineering. Include practical constraints and evaluation points. Question id 4286.",architecture,Software Engineering
Q_04287,Cybersecurity Analyst,industry_veteran,14.7,technical,Software Engineering,hard,"For a Cybersecurity Analyst with industry_veteran experience, ask a hard architecture question about Software Engineering. Include practical constraints and evaluation points. Question id 4287.",architecture,Software Engineering
Q_04288,Cybersecurity Analyst,industry_veteran,10.8,technical,Software Engineering,hard,"For a Cybersecurity Analyst with industry_veteran experience, ask a hard architecture question about Software Engineering. Include practical constraints and evaluation points. Question id 4288.",architecture,Software Engineering
Q_04289,Cybersecurity Analyst,industry_veteran,12.4,technical,Software Engineering,hard,"For a Cybersecurity Analyst with industry_veteran experience, ask a hard architecture question about Software Engineering. Include practical constraints and evaluation points. Question id 4289.",architecture,Software Engineering
Q_04290,Cybersecurity Analyst,industry_veteran,11.4,technical,Software Engineering,hard,"For a Cybersecurity Analyst with industry_veteran experience, ask a hard architecture question about Software Engineering. Include practical constraints and evaluation points. Question id 4290.",architecture,Software Engineering
Q_04291,Cybersecurity Analyst,industry_veteran,10.5,technical,Software Engineering,hard,"For a Cybersecurity Analyst with industry_veteran experience, ask a hard architecture question about Software Engineering. Include practical constraints and evaluation points. Question id 4291.",architecture,Software Engineering
Q_04292,Cybersecurity Analyst,industry_veteran,13.8,technical,Networking,hard,"For a Cybersecurity Analyst with industry_veteran experience, ask a hard architecture question about Networking. Include practical constraints and evaluation points. Question id 4292.",architecture,Networking
Q_04293,Cybersecurity Analyst,industry_veteran,10.9,technical,Networking,hard,"For a Cybersecurity Analyst with industry_veteran experience, ask a hard architecture question about Networking. Include practical constraints and evaluation points. Question id 4293.",architecture,Networking
Q_04294,Cybersecurity Analyst,industry_veteran,12.8,personality,Stress handling,easy,"For a Cybersecurity Analyst, ask a easy behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 4294.",behavioral,Communication
Q_04295,Cybersecurity Analyst,industry_veteran,10.4,personality,Collaboration,easy,"For a Cybersecurity Analyst, ask a easy behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 4295.",behavioral,Communication
Q_04296,Cybersecurity Analyst,industry_veteran,13.5,personality,Stress handling,easy,"For a Cybersecurity Analyst, ask a easy behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 4296.",behavioral,Communication
Q_04297,Cybersecurity Analyst,industry_veteran,14.5,personality,Stress handling,easy,"For a Cybersecurity Analyst, ask a easy behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 4297.",behavioral,Communication
Q_04298,Cybersecurity Analyst,industry_veteran,11.2,personality,Stress handling,easy,"For a Cybersecurity Analyst, ask a easy behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 4298.",behavioral,Communication
Q_04299,Cybersecurity Analyst,industry_veteran,12.7,personality,Communication,easy,"For a Cybersecurity Analyst, ask a easy behavioral personality question about Communication. The answer should show examples, ownership, and reflection. Question id 4299.",behavioral,Communication
Q_04300,Cybersecurity Analyst,industry_veteran,12.2,personality,Stress handling,easy,"For a Cybersecurity Analyst, ask a easy behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 4300.",behavioral,Communication
Q_04301,Cybersecurity Analyst,industry_veteran,14.6,personality,Stress handling,easy,"For a Cybersecurity Analyst, ask a easy behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 4301.",behavioral,Communication
Q_04302,Cybersecurity Analyst,industry_veteran,13.6,personality,Collaboration,easy,"For a Cybersecurity Analyst, ask a easy conceptual personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 4302.",conceptual,Communication
Q_04303,Cybersecurity Analyst,industry_veteran,11.6,personality,Stress handling,medium,"For a Cybersecurity Analyst, ask a medium behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 4303.",behavioral,Communication
Q_04304,Cybersecurity Analyst,industry_veteran,12.0,personality,Communication,medium,"For a Cybersecurity Analyst, ask a medium behavioral personality question about Communication. The answer should show examples, ownership, and reflection. Question id 4304.",behavioral,Communication
Q_04305,Cybersecurity Analyst,industry_veteran,12.1,personality,Openness to learning,medium,"For a Cybersecurity Analyst, ask a medium behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 4305.",behavioral,Communication
Q_04306,Cybersecurity Analyst,industry_veteran,12.0,personality,Collaboration,medium,"For a Cybersecurity Analyst, ask a medium behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 4306.",behavioral,Communication
Q_04307,Cybersecurity Analyst,industry_veteran,11.7,personality,Collaboration,medium,"For a Cybersecurity Analyst, ask a medium behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 4307.",behavioral,Communication
Q_04308,Cybersecurity Analyst,industry_veteran,11.9,personality,Collaboration,medium,"For a Cybersecurity Analyst, ask a medium behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 4308.",behavioral,Communication
Q_04309,Cybersecurity Analyst,industry_veteran,14.6,personality,Stress handling,medium,"For a Cybersecurity Analyst, ask a medium behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 4309.",behavioral,Communication
Q_04310,Cybersecurity Analyst,industry_veteran,10.7,personality,Openness to learning,medium,"For a Cybersecurity Analyst, ask a medium behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 4310.",behavioral,Communication
Q_04311,Cybersecurity Analyst,industry_veteran,13.2,personality,Openness to learning,medium,"For a Cybersecurity Analyst, ask a medium behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 4311.",behavioral,Communication
Q_04312,Cybersecurity Analyst,industry_veteran,11.9,personality,Stress handling,hard,"For a Cybersecurity Analyst, ask a hard scenario personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 4312.",scenario,Communication
Q_04313,Cybersecurity Analyst,industry_veteran,14.7,personality,Communication,hard,"For a Cybersecurity Analyst, ask a hard conceptual personality question about Communication. The answer should show examples, ownership, and reflection. Question id 4313.",conceptual,Communication
Q_04314,Cybersecurity Analyst,industry_veteran,12.4,personality,Collaboration,hard,"For a Cybersecurity Analyst, ask a hard scenario personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 4314.",scenario,Communication
Q_04315,Cybersecurity Analyst,industry_veteran,12.0,personality,Collaboration,hard,"For a Cybersecurity Analyst, ask a hard scenario personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 4315.",scenario,Communication
Q_04316,Cybersecurity Analyst,industry_veteran,14.3,personality,Stress handling,hard,"For a Cybersecurity Analyst, ask a hard scenario personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 4316.",scenario,Communication
Q_04317,Cybersecurity Analyst,industry_veteran,12.6,personality,Collaboration,hard,"For a Cybersecurity Analyst, ask a hard scenario personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 4317.",scenario,Communication
Q_04318,Cybersecurity Analyst,industry_veteran,12.6,personality,Collaboration,hard,"For a Cybersecurity Analyst, ask a hard scenario personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 4318.",scenario,Communication
Q_04319,Cybersecurity Analyst,industry_veteran,11.3,personality,Attention to detail,hard,"For a Cybersecurity Analyst, ask a hard scenario personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 4319.",scenario,Communication
Q_04320,Cybersecurity Analyst,industry_veteran,11.0,personality,Stress handling,hard,"For a Cybersecurity Analyst, ask a hard scenario personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 4320.",scenario,Communication
Q_04321,QA Engineer,fresher,0.4,technical,Software Engineering,easy,"For a QA Engineer with fresher experience, ask a easy conceptual question about Software Engineering. Include practical constraints and evaluation points. Question id 4321.",conceptual,Software Engineering
Q_04322,QA Engineer,fresher,0.2,technical,DSA,easy,"For a QA Engineer with fresher experience, ask a easy conceptual question about DSA. Include practical constraints and evaluation points. Question id 4322.",conceptual,DSA
Q_04323,QA Engineer,fresher,0.8,technical,Software Engineering,easy,"For a QA Engineer with fresher experience, ask a easy conceptual question about Software Engineering. Include practical constraints and evaluation points. Question id 4323.",conceptual,Software Engineering
Q_04324,QA Engineer,fresher,0.1,technical,DSA,easy,"For a QA Engineer with fresher experience, ask a easy conceptual question about DSA. Include practical constraints and evaluation points. Question id 4324.",conceptual,DSA
Q_04325,QA Engineer,fresher,0.8,technical,DSA,easy,"For a QA Engineer with fresher experience, ask a easy conceptual question about DSA. Include practical constraints and evaluation points. Question id 4325.",conceptual,DSA
Q_04326,QA Engineer,fresher,0.4,technical,Software Engineering,easy,"For a QA Engineer with fresher experience, ask a easy conceptual question about Software Engineering. Include practical constraints and evaluation points. Question id 4326.",conceptual,Software Engineering
Q_04327,QA Engineer,fresher,0.8,technical,Software Engineering,easy,"For a QA Engineer with fresher experience, ask a easy conceptual question about Software Engineering. Include practical constraints and evaluation points. Question id 4327.",conceptual,Software Engineering
Q_04328,QA Engineer,fresher,0.5,technical,Software Engineering,easy,"For a QA Engineer with fresher experience, ask a easy behavioral question about Software Engineering. Include practical constraints and evaluation points. Question id 4328.",behavioral,Software Engineering
Q_04329,QA Engineer,fresher,0.9,technical,DSA,easy,"For a QA Engineer with fresher experience, ask a easy conceptual question about DSA. Include practical constraints and evaluation points. Question id 4329.",conceptual,DSA
Q_04330,QA Engineer,fresher,0.9,technical,Software Engineering,medium,"For a QA Engineer with fresher experience, ask a medium scenario question about Software Engineering. Include practical constraints and evaluation points. Question id 4330.",scenario,Software Engineering
Q_04331,QA Engineer,fresher,0.2,technical,Software Engineering,medium,"For a QA Engineer with fresher experience, ask a medium scenario question about Software Engineering. Include practical constraints and evaluation points. Question id 4331.",scenario,Software Engineering
Q_04332,QA Engineer,fresher,0.2,technical,DSA,medium,"For a QA Engineer with fresher experience, ask a medium scenario question about DSA. Include practical constraints and evaluation points. Question id 4332.",scenario,DSA
Q_04333,QA Engineer,fresher,0.2,technical,DSA,medium,"For a QA Engineer with fresher experience, ask a medium scenario question about DSA. Include practical constraints and evaluation points. Question id 4333.",scenario,DSA
Q_04334,QA Engineer,fresher,0.0,technical,Software Engineering,medium,"For a QA Engineer with fresher experience, ask a medium scenario question about Software Engineering. Include practical constraints and evaluation points. Question id 4334.",scenario,Software Engineering
Q_04335,QA Engineer,fresher,0.5,technical,DSA,medium,"For a QA Engineer with fresher experience, ask a medium scenario question about DSA. Include practical constraints and evaluation points. Question id 4335.",scenario,DSA
Q_04336,QA Engineer,fresher,0.8,technical,Software Engineering,medium,"For a QA Engineer with fresher experience, ask a medium scenario question about Software Engineering. Include practical constraints and evaluation points. Question id 4336.",scenario,Software Engineering
Q_04337,QA Engineer,fresher,0.2,technical,Software Engineering,medium,"For a QA Engineer with fresher experience, ask a medium scenario question about Software Engineering. Include practical constraints and evaluation points. Question id 4337.",scenario,Software Engineering
