question_id,question,topic,subtopic,difficulty,role,option_a,option_b,option_c,option_d,correct_answer,explanation,expected_time,experience_level
UXR003,What is the key difference between qualitative and quantitative UX research?,UI_UX_Basics,Research Methods,easy,UX Researcher,Qualitative uses surveys; quantitative uses interviews,"Qualitative explores the 'why' (motivations, behaviors) through rich narrative; quantitative measures 'what' and 'how many' through numerical data",Qualitative is more accurate,They are interchangeable,b,"Qualitative research (interviews, observation, usability sessions) generates rich, contextual insights into motivations. Quantitative research (surveys, analytics, A/B tests) provides measurable, statistically valid data about scale and frequency.",18,0-1
UXR004,"A UX researcher conducts interviews and 8 out of 10 users say they would use a feature. In testing, no one uses it. What phenomenon explains this gap?",UI_UX_Basics,Attitude vs Behavior,medium,UX Researcher,The test environment was broken,The attitude-behavior gap — what people say they will do and what they actually do often diverge significantly,The feature was poorly designed,Not enough users were tested,b,"The attitude-behavior gap is a well-documented research phenomenon: self-reported intentions often don't match actual behavior due to social desirability bias and optimistic self-assessment. Behavioral observation (usability testing, analytics) reveals true behavior.",35,2-3
UXR005,A researcher presents wireframes to users and asks which they prefer. Users consistently choose the more visually polished one regardless of usability. What bias is at play?,UI_UX_Basics,Research Bias,medium,UX Researcher,Confirmation bias,"Aesthetic-usability effect — users rate visually appealing designs as more usable, even when they aren't",Social desirability bias,Anchoring bias,b,The aesthetic-usability effect (Masaaki Kurosu) demonstrates that users perceive aesthetically pleasing designs as more usable. This masks real usability problems in preference testing — behavior-based testing is more reliable.,38,2-3
UXR006,A product team wants to know if a redesign caused a 15% drop in conversion. What research method provides the MOST statistically valid answer?,UI_UX_Basics,Quantitative Methods,medium,UX Researcher,User interviews,A/B test — split traffic between old and new designs with sufficient sample size and statistical significance testing,Heuristic evaluation,Card sorting,b,A/B testing with proper statistical significance (p < 0.05) and adequate sample size provides causal evidence that a design change caused a metric shift — not just correlation. Other methods can't establish causality at scale.,35,2-3
UXR007,A UX researcher is asked to evaluate an enterprise software's navigation with limited time and budget. What method gives the FASTEST actionable insights?,UI_UX_Basics,Heuristic Evaluation,medium,UX Researcher,6-month longitudinal diary study,Expert heuristic evaluation using Nielsen's 10 heuristics — delivers insights in 1-2 days without user recruitment,Large-scale survey,Eye-tracking lab study,b,"Heuristic evaluation by 3-5 experts using established heuristics can identify 70-80% of usability issues in 1-2 days. It's the highest ROI method for quick, budget-conscious evaluations.",32,2-3
UXR008,A company runs a usability study and finds 5 critical issues. Stakeholders want 100 participants to be 'statistically confident.' Why is this flawed thinking?,UI_UX_Basics,Sample Size in UX Research,hard,UX Researcher,100 participants is too few,"Qualitative usability testing has different statistics than surveys — Nielsen's research shows 5 users find 85% of usability issues; more users reveal diminishing returns, not more issues",Statistical confidence isn't relevant to UX,All 100 participants must be power users,b,Qualitative usability testing follows a different statistical model than surveys. Nielsen & Landauer demonstrated that 5 participants expose ~85% of usability issues. More participants reveal repeated rather than new patterns — misapplying survey statistics to qualitative research.,65,3+
UXR009,A UX researcher's findings consistently align with the product team's existing assumptions. What process failure should be investigated?,UI_UX_Basics,Research Rigor,hard,UX Researcher,The research tools are too accurate,"Confirmation bias in research design — leading questions, cherry-picked participants, or selective insight reporting may be filtering out contradictory findings",The product team is correct and research confirms it,Too many participants were used,b,"Perfect alignment between research findings and existing assumptions is a red flag for confirmation bias. Researchers must audit question framing, participant selection, and analysis process — good research should challenge, not just confirm.",62,3+
UXR010,A UX researcher presents quantitative analytics showing a 40% bounce rate on page 3 of onboarding. The data alone doesn't tell the team why. What mixed-methods approach resolves this?,UI_UX_Basics,Mixed Methods Research,hard,UX Researcher,Add more analytics tracking,Layer qualitative research on the quantitative signal: recruit users who bounced at page 3 for think-aloud usability sessions and retrospective interviews to understand the 'why',Survey all users about page 3,A/B test the page without qualitative insight,b,"Mixed methods: quantitative data identifies WHERE the problem is (40% bounce at page 3); qualitative research reveals WHY (confusion, trust issues, missing information). Together, they enable targeted, evidence-based design solutions.",68,3+
UXR011,A researcher asks: 'Don't you find this button confusing?' during a usability session. What is wrong with this question?,User Research,Interview Techniques,easy,UX Researcher,The question is too long,"It is a leading question — it suggests the expected answer (confusion), biasing the participant's response",Buttons shouldn't be discussed in research,The question uses jargon,b,"Leading questions prime participants toward a specific answer, invalidating the data. Neutral phrasing like 'What do you notice about this area?' or 'What would you do next?' removes researcher bias from the response.",18,0-1
UXR012,What is the primary purpose of a usability test 'think-aloud' protocol?,User Research,Think-Aloud Protocol,easy,UX Researcher,To record participants' opinions about aesthetics,"To surface participants' real-time cognitive process — what they notice, expect, and understand as they interact with the interface",To measure task completion time,To reduce participant anxiety,b,"Think-aloud protocol (Ericsson & Simon) reveals users' cognitive process in real time — their expectations, confusion, and reasoning — which can't be observed from behavior alone. It's the primary data source in usability testing.",18,0-1
UXR013,What is a 'persona' in UX research and what is its primary risk?,User Research,Personas,easy,UX Researcher,A fictional user with no research backing — the risk is it replaces real user contact,A data-informed archetypal user representation — the risk is treating it as a real person and making decisions without further research,A psychological profile used in marketing only,A system user role in RBAC,b,"Personas are research-synthesized archetypes of user types. The risk: teams treat them as substitutes for real users, making design decisions based on made-up persona details rather than ongoing user research.",20,0-1
UXR014,A researcher runs a card sorting exercise where 30 users group 40 features. The results show 5 distinct grouping patterns with no clear consensus. What does this indicate?,User Research,Card Sorting Analysis,medium,UX Researcher,The research was conducted incorrectly,Users have diverse and inconsistent mental models for these features — the information architecture needs further iteration and may need different category labels,The sample size is too small,Card sorting is the wrong method,b,"Fragmented card sort results indicate no shared mental model for how features should be organized. This signals ambiguous category labels, features that could belong to multiple groups, or genuinely diverse user needs requiring segmented navigation.",40,2-3
UXR015,A UX researcher has 3 days to deliver user insights for a critical feature decision. What is the MOST appropriate research method?,User Research,Guerrilla Research,medium,UX Researcher,A 6-week ethnographic study,"Guerrilla usability testing — rapid 15-minute sessions with 5-8 users recruited quickly (cafe, online) focusing on the specific decision",Send a 50-question survey,Review competitor sites,b,Time-boxed decisions need time-boxed research. Guerrilla usability testing with targeted tasks and rapid analysis delivers actionable directional insights in 1-2 days — imperfect data quickly beats perfect data too late.,35,2-3
UXR016,"During a user interview about a healthcare app, a participant becomes distressed when discussing a feature related to their chronic illness. What should the researcher do?",User Research,Research Ethics,medium,UX Researcher,Continue the interview to complete the script,"Pause the interview, check in with the participant, offer to stop or skip the topic, and prioritize their wellbeing over data collection",Ask someone else to continue,Record the emotional response for analysis,b,"Research ethics (participant welfare) always override data collection needs. When participants show distress, researchers must pause, offer control, and prioritize wellbeing. Emotional harm to participants is never justified for research purposes.",32,2-3
UXR017,Qualitative research with 8 users shows 6 hate a feature. Stakeholders say '8 users isn't enough to make a decision.' How should the researcher respond?,User Research,Communicating Research to Stakeholders,medium,UX Researcher,Run 100 more interviews,"Explain that qualitative insights have different validity criteria than surveys — 75% rate (6/8) in think-aloud sessions indicates a strong signal, not a sample size problem; triangulate with analytics data",Agree it's insufficient,Ignore stakeholder concerns,b,"Stakeholders often misapply survey-scale thinking to qualitative research. A 75% rate in observed usability testing is a strong signal. Pairing with quantitative analytics (task completion rates, drop-off) triangulates and strengthens the case.",42,2-3
UXR018,A UX researcher conducts remote unmoderated usability tests. Participants complete tasks but the researcher notices they all use a workaround instead of the designed path. What should the researcher investigate?,User Research,Behavioral Analysis,hard,UX Researcher,The workaround is a bug,The designed path has a discoverability or learnability failure — the workaround reveals users' actual mental model; the design must align with that model or be redesigned,Participants didn't read the instructions,The workaround should be removed,b,"Universal workarounds signal the designed path conflicts with users' mental models. Rather than forcing users toward the designed path, the insight should drive redesign that aligns with how users naturally attempt the task.",62,3+
UXR019,A UX researcher must evaluate whether a B2B enterprise tool's onboarding is effective. The tool has 500 enterprise clients. Which research design is MOST rigorous?,User Research,Research Design,hard,UX Researcher,Survey all 500 clients,"Multi-method: analyze usage drop-off analytics in first 7 days, conduct moderated usability testing with 5 new users per user segment, and in-depth interviews with churned users",Interview 2-3 satisfied clients,Review support ticket themes,b,"Multi-method triangulation for B2B onboarding: analytics show where users fail (what), usability testing shows how they struggle (how), and churned user interviews reveal the root decision to leave (why). Each method addresses a different dimension.",68,3+
UXR020,A UX researcher is building a research repository for an organization of 100 designers. What makes a research repository operationally valuable vs merely a storage location?,User Research,Research Operations,hard,UX Researcher,Having all research PDFs in one folder,"Tagged, searchable insights linked to decisions made; regular synthesis sessions; clear recency indicators; and integration with design/product tools so insights are found when decisions are being made",A large database of raw recordings,Monthly research newsletter,b,"A valuable research repository is discoverable, actionable, and integrated into decision workflows. Raw storage fails because insights are never found when needed. Tags, search, synthesis, and tool integrations make research influence ongoing decisions.",70,3+
DBA001,What is the difference between DELETE and TRUNCATE in SQL?,SQL,DML Operations,easy,Database Administrator,They are identical,"DELETE removes rows one by one, can be rolled back, and fires triggers; TRUNCATE removes all rows at once, cannot be rolled back in most DBs, and doesn't fire row-level triggers",TRUNCATE is slower than DELETE,DELETE is DDL; TRUNCATE is DML,b,"DELETE is DML — row-by-row, logged, can rollback, fires triggers. TRUNCATE is DDL — deallocates pages, minimal logging, typically cannot rollback, no row triggers. Critical distinction for DBAs managing production data.",22,0-1
DBA002,A query uses `SELECT * FROM orders WHERE status = 'pending'`. There is no index on `status`. What happens?,SQL,Query Execution & Indexes,easy,Database Administrator,The query fails,A full table scan occurs — every row is read to find matching status values,The database creates an index automatically,Only the first matching row is returned,b,"Without an index on 'status', the query engine cannot use index seek — it must scan every row in the table. For large tables, this is catastrophically slow and a common DBA performance issue.",18,0-1
DBA003,What does an INNER JOIN return compared to a LEFT JOIN?,SQL,JOIN Types,easy,Database Administrator,INNER JOIN returns all rows; LEFT JOIN returns fewer,"INNER JOIN returns only matching rows from both tables; LEFT JOIN returns all rows from the left table, with NULLs for non-matching right rows",They return the same results,LEFT JOIN is faster than INNER JOIN,b,INNER JOIN: only rows with matching keys in both tables. LEFT JOIN: all rows from the left table; matched from right (or NULL if no match). The difference is critical for reporting — missing matches are invisible in INNER JOINs.,20,0-1
DBA004,A DBA needs to find the 3rd highest salary in an employees table without using TOP/LIMIT. What SQL approach works in any ANSI-compliant database?,SQL,Analytical Queries,medium,Database Administrator,SELECT salary FROM employees ORDER BY salary DESC WHERE rownum=3,SELECT DISTINCT salary FROM employees e1 WHERE 2 = (SELECT COUNT(DISTINCT salary) FROM employees e2 WHERE e2.salary > e1.salary),SELECT salary FROM employees FETCH FIRST 3 ROWS ONLY,SELECT MAX(salary) FROM employees WHERE salary NOT IN (SELECT TOP 2 salary FROM employees),b,"The correlated subquery counts how many distinct salaries are greater than the current row's salary. For the 3rd highest, exactly 2 salaries must be greater. This is ANSI SQL and works across all databases.",45,2-3
DBA005,A query with a GROUP BY runs correctly but returns unexpected NULL groups. What is MOST likely the cause?,SQL,GROUP BY & NULL Handling,medium,Database Administrator,GROUP BY ignores NULL values,"The grouped column contains NULL values — SQL groups NULLs together as a single group, which may not be intended behavior",GROUP BY requires a HAVING clause,Aggregate functions create NULLs,b,SQL's GROUP BY treats NULL as a groupable value — all NULL rows form their own group. This is often unexpected. Fix: use COALESCE or ISNULL to replace NULLs before grouping if NULLs should be excluded or treated differently.,38,2-3
DBA006,"A stored procedure uses a cursor to update 100,000 rows one by one. It takes 45 minutes. What is the fix?",SQL,Set-Based vs Cursor Operations,medium,Database Administrator,Use a faster cursor type,"Replace the cursor with a single set-based UPDATE statement — SQL engines are optimized for set operations, not row-by-row iteration",Increase server RAM,Use a stored procedure with parallelism,b,"Cursors process row-by-row with context switching overhead — known as RBAR (Row By Agonizing Row). A single UPDATE statement is processed in a set-based engine-optimized way, typically 100-1000x faster.",40,2-3
DBA007,What does `EXPLAIN` or `EXPLAIN ANALYZE` (PostgreSQL) reveal about a SQL query?,SQL,Query Execution Plans,medium,Database Administrator,Syntax errors in the query,"The query execution plan — how the database will execute the query, which indexes it uses, estimated vs actual rows, join strategy, and cost",The query result set,Database connection info,b,"EXPLAIN shows the database's execution plan — index scans vs sequential scans, join algorithms (hash join, nested loop), estimated row counts, and cost. EXPLAIN ANALYZE executes the query and compares actual vs estimated stats — essential for DBA tuning.",35,2-3
DBA008,A PostgreSQL query: `SELECT * FROM orders WHERE YEAR(created_at) = 2024` is not using an index on `created_at`. Why?,SQL,Index Sargability,hard,Database Administrator,The index is corrupted,The function YEAR() wrapping the column makes the query non-sargable — the index cannot be used on a transformed column,Date indexes are not supported,The index needs to be rebuilt,b,Sargability (Search ARGument ABLE) requires the indexed column to be unmodified in the WHERE clause. Wrapping in YEAR() forces a full scan. Fix: use range comparison: WHERE created_at >= '2024-01-01' AND created_at < '2025-01-01'.,62,3+
DBA009,Two concurrent transactions result in a deadlock. Transaction A holds lock on Table 1 waiting for Table 2; Transaction B holds Table 2 waiting for Table 1. What is the BEST prevention strategy?,SQL,Deadlock Prevention,hard,Database Administrator,Increase lock timeout,Enforce consistent lock acquisition order across all transactions accessing the same tables,Use READ UNCOMMITTED isolation level,Disable locking entirely,b,"Deadlocks caused by circular lock waits are prevented by always acquiring locks in the same order. If all transactions lock Table 1 before Table 2, circular waiting becomes impossible. Consistent ordering is the standard deadlock prevention technique.",65,3+
DBA010,"A DBA needs to query a table of 500 million rows for a specific user_id. The table has a composite index on (user_id, created_at). A query filtering only on created_at doesn't use the index. Why?",SQL,Composite Index Column Order,hard,Database Administrator,The index is too large,Composite indexes use leftmost prefix rule — the index is only useful when the leading column (user_id) is in the WHERE clause; filtering only on created_at cannot use the index,The query needs to be rewritten,created_at should be the only index,b,"The leftmost prefix rule: a composite index (A, B) supports queries filtering on A alone or (A, B) together, but NOT on B alone. To filter only on created_at, a separate single-column index on created_at is needed.",68,3+
DBA011,What does ACID stand for in database transactions?,Databases,ACID Properties,easy,Database Administrator,"Automation, Consistency, Integrity, Durability","Atomicity, Consistency, Isolation, Durability","Atomicity, Concurrency, Integrity, Distribution","Access, Control, Integrity, Data",b,"ACID: Atomicity (all or nothing), Consistency (valid state before and after), Isolation (concurrent transactions don't interfere), Durability (committed data survives crashes). These properties guarantee reliable database transactions.",18,0-1
DBA012,What is the difference between a clustered and non-clustered index?,Databases,Index Types,easy,Database Administrator,Clustered indexes are faster in all cases,A clustered index determines the physical sort order of data in the table (one per table); a non-clustered index is a separate structure pointing to the data,Non-clustered indexes store the full row,Clustered indexes are only for primary keys,b,A table can have only ONE clustered index (data is physically ordered by it). Non-clustered indexes are separate B-tree structures with pointers to rows. The clustered index key choice dramatically affects range query performance.,22,0-1
DBA013,What is database normalization and what problem does 3NF (Third Normal Form) specifically address?,Databases,Normalization,easy,Database Administrator,3NF addresses null values,Normalization eliminates data redundancy; 3NF specifically eliminates transitive dependencies — non-key attributes depending on other non-key attributes,3NF ensures all columns have a primary key,Normalization splits tables randomly,b,"Normalization reduces redundancy and update anomalies. 3NF requires: be in 2NF + no transitive dependencies (every non-key attribute must depend ONLY on the primary key, not on other non-key attributes).",22,0-1
DBA014,A production database is running at 98% disk I/O utilization causing slowdowns. The DBA identifies 5 heavily-written tables. What is the BEST immediate mitigation?,Databases,I/O Performance,medium,Database Administrator,Add more RAM,"Move the hot tables to a dedicated fast storage (NVMe/SSD), separate from other database files, and configure filegroups to isolate I/O",Reduce database connections,Enable read replicas,b,"I/O bottlenecks on hot tables are resolved by storage isolation — placing high-write tables on dedicated fast storage (NVMe SSD), separated into their own filegroup. This distributes I/O load and reduces contention with other tables.",42,2-3
DBA015,A DBA configures READ UNCOMMITTED isolation level for a reporting query to avoid blocking. What risk is introduced?,Databases,Isolation Levels,medium,Database Administrator,Deadlocks increase,Dirty reads — the query may return uncommitted data from in-progress transactions that may later be rolled back,The query becomes slower,No risk — READ UNCOMMITTED is always safe for reads,b,"READ UNCOMMITTED allows dirty reads — reading data modified by an uncommitted transaction. If that transaction rolls back, the report contains data that never officially existed. Use SNAPSHOT isolation or Read Committed Snapshot (RCSI) for non-blocking reads without dirty reads.",38,2-3
DBA016,A database backup takes 6 hours and must complete within a 4-hour maintenance window. What backup strategy should the DBA implement?,Databases,Backup Strategies,medium,Database Administrator,Skip backup to meet the window,"Switch to a differential + transaction log backup strategy: weekly full backup outside window, nightly differential (smaller), continuous transaction log backups",Use a faster backup utility,Archive older data to reduce size,b,Differential backups only capture changes since the last full backup (much smaller). Transaction log backups run continuously and are tiny. Together they provide point-in-time recovery while keeping backup windows manageable.,40,2-3
DBA017,A DBA needs to scale a database to handle 10x read traffic. Writes are 5% of all operations. What architecture provides the BEST read scalability?,Databases,Database Scaling,medium,Database Administrator,Vertical scaling only,"Read replica architecture — route all reads to horizontally scaled replicas, writes to primary. 95% read traffic is distributed across replicas",Sharding the database,Increase connection pool size,b,"When reads dominate (95%), read replicas provide linear horizontal read scalability without the complexity of sharding. Writes still go to primary; reads are load-balanced across replicas — ideal for read-heavy workloads.",42,2-3
DBA018,A PostgreSQL database experiences long-running autovacuum operations that block queries. What is the ROOT cause and fix?,Databases,PostgreSQL Autovacuum,hard,Database Administrator,Autovacuum is unnecessary and should be disabled,"Table has high UPDATE/DELETE churn creating excessive dead tuples — tune autovacuum aggressiveness (autovacuum_vacuum_scale_factor, autovacuum_vacuum_cost_delay) for high-churn tables",Increase autovacuum timeout,Use manual VACUUM FULL instead,b,"PostgreSQL's MVCC creates dead tuples on UPDATE/DELETE. High churn tables accumulate dead tuples faster than default autovacuum can process. Per-table autovacuum tuning (lower scale_factor, lower cost_delay) runs it more aggressively on problematic tables.",65,3+
DBA019,A DBA is designing a multi-tenant database. Tenant A's slow query is affecting Tenant B's performance (noisy neighbor problem). What architecture solves this?,Databases,Multi-Tenant Database Architecture,hard,Database Administrator,Add more indexes,"Database-per-tenant or schema-per-tenant isolation with resource governance (connection limits, query timeouts, resource pools per tenant)",Use row-level security only,Put noisy tenants on read replicas,b,"Noisy neighbor problems require isolation. Database-per-tenant gives full resource isolation but is expensive. Schema-per-tenant with resource pools (connection limits, memory grants, query governors per tenant) provides isolation at lower infrastructure cost.",68,3+
DBA020,A DBA discovers that a table's primary key is a GUID (UUID). Insert performance degrades severely as the table grows to 50 million rows. What is the ROOT cause?,Databases,Clustered Index & Key Choice,hard,Database Administrator,GUIDs take too much storage,"Random GUID values cause clustered index fragmentation — each new row inserts in a random position, causing page splits and high fragmentation at scale",50 million rows is too many for a single table,The GUID column needs a separate index,b,Random GUIDs as clustered index keys cause 95%+ index fragmentation — every insert triggers a page split in a random position. Fix: use sequential GUID (NEWSEQUENTIALID/UUID v7) or an auto-increment integer PK for the clustered index.,70,3+
DBA021,What is index fragmentation and how does it affect query performance?,Database Optimization,Index Maintenance,easy,Database Administrator,Fragmentation means the index is corrupted,"Index fragmentation occurs when index pages are out of logical order, causing extra I/O reads and slower range scans",Fragmentation only affects write performance,Fragmentation is automatically repaired by the database,b,"Index fragmentation (logical) means data pages are out of order relative to the B-tree. This forces non-sequential disk reads for range scans, increasing I/O. High fragmentation (>30%) degrades performance — rebuild or reorganize indexes periodically.",20,0-1
DBA022,A DBA identifies a 'covering index' as a solution to a slow query. What does a covering index do?,Database Optimization,Covering Indexes,easy,Database Administrator,An index that covers all tables in a join,"An index that includes all columns required by a query — eliminating the need to access the base table (key lookup), satisfying the query entirely from the index",An index that covers all rows in a table,An index automatically created by the optimizer,b,"A covering index includes all columns referenced in the SELECT, WHERE, and ORDER BY of a specific query. The optimizer can satisfy the query entirely from the index without a key lookup back to the table — dramatically reducing I/O.",22,0-1
DBA023,Statistics in a SQL Server database are outdated. What query behavior problem can this cause?,Database Optimization,Query Optimizer Statistics,easy,Database Administrator,Queries return wrong data,"The query optimizer generates suboptimal execution plans based on inaccurate row count estimates, causing index scans where seeks should be used",Queries cannot run,Statistics don't affect query plans,b,"The query optimizer uses statistics to estimate row counts and choose execution plans. Outdated statistics cause bad cardinality estimates — the optimizer may choose nested loops over hash join, or table scans over index seeks.",22,0-1
DBA024,A DBA adds 10 indexes to a heavily-queried table expecting faster reads. Write performance degrades by 60%. What caused this?,Database Optimization,Index Trade-offs,medium,Database Administrator,Indexes are not compatible with writes,Each index must be maintained on every INSERT/UPDATE/DELETE — 10 indexes means 10× index update overhead per write operation,The table is now too large,Indexes prevent write locks,b,Indexes improve read performance but incur write overhead — every INSERT/UPDATE/DELETE must update all indexes. Over-indexing can make write-heavy tables significantly slower. The DBA must balance read gain vs write cost for each index.,38,2-3
DBA025,A query uses a subquery that runs once per row in the outer query. The table has 1 million rows. What is this problem called and how is it fixed?,Database Optimization,Correlated Subquery Optimization,medium,Database Administrator,N+1 problem — fix by rewriting as a JOIN or using EXISTS/IN with a materialized subquery,Deadlock issue,Index missing on subquery column,Statistics are outdated,a,"A correlated subquery executing once per outer row = N subquery executions for N rows — the N+1 problem. For 1 million rows, this is 1 million subquery executions. Rewriting as a JOIN or using a derived table executes the inner query once.",42,2-3
DBA026,A DBA must optimize a query that returns 10 rows from a 100-million-row table using a non-selective index (low cardinality: only 3 distinct values). The optimizer ignores the index. Why?,Database Optimization,Cardinality & Index Selectivity,medium,Database Administrator,The index is corrupted,The optimizer calculates that a full table scan is cheaper when index selectivity is low — retrieving 33 million rows (1/3 of table) via index is worse than a sequential scan,Indexes don't work on large tables,The query needs to be rewritten,b,Index selectivity matters: a low-cardinality column (3 values) means each value matches ~33% of rows. Index lookups for 33M rows incur more I/O than a sequential scan due to random I/O overhead. The optimizer correctly prefers the full scan.,45,2-3
DBA027,A DBA implements table partitioning on a 500-million-row orders table by month. Queries filtering by date range are still slow. What is MOST likely missing?,Database Optimization,Partitioning & Partition Pruning,medium,Database Administrator,Partitioning doesn't help date queries,"Partition elimination (pruning) is not occurring — the query's WHERE clause may use a function on the date column, or the partition key is not being used in the predicate",More partitions are needed,The table statistics are outdated,b,"Partitioning only helps if the optimizer eliminates (prunes) irrelevant partitions. If the WHERE clause uses YEAR(order_date) instead of order_date BETWEEN x AND y, the optimizer can't prune and scans all partitions — negating partitioning benefits.",48,2-3
DBA028,"A OLTP database processes 5,000 TPS. Adding more queries causes exponential slowdown. The DBA identifies lock contention on 3 hot rows. What advanced optimization resolves this?",Database Optimization,Lock Contention Optimization,hard,Database Administrator,Increase lock timeout,"Implement optimistic locking, row-level versioning (MVCC), or application-level sharding of the hot rows to distribute contention",Reduce TPS limit,Use READ UNCOMMITTED,b,"Hot-row contention in OLTP requires architectural solutions: MVCC (readers don't block writers), optimistic locking (no locks during read, validation at commit), or distributing writes across multiple rows/shards (counter aggregation pattern).",65,3+
DBA029,A query plan shows a 'Sort' operator consuming 90% of query time on 50 million rows. No ORDER BY was added by the developer. Why is the sort appearing?,Database Optimization,Implicit Sorts in Execution Plans,hard,Database Administrator,The database always sorts results,"A GROUP BY, DISTINCT, MERGE JOIN, or window function is forcing a sort — the optimizer needs ordered data for these operations and no pre-sorted index exists",The table is stored unsorted,Statistics are causing wrong plan selection,b,"Sorts appear in execution plans from GROUP BY, DISTINCT, MERGE JOIN, window functions (OVER/ORDER BY), or ORDER BY — even when not explicit. The fix: create an index that pre-sorts data in the required order, eliminating the runtime sort.",68,3+
DBA030,A DBA must optimize a reporting query that aggregates 200 million rows across 15 joined tables. The query takes 8 hours. OLTP constraints prevent schema changes. What is the BEST architectural solution?,Database Optimization,OLAP vs OLTP Architecture,hard,Database Administrator,Add more indexes to the OLTP database,Implement a separate OLAP layer: ETL/CDC pipeline to a columnar data warehouse (denormalized star schema) — optimize reporting separately without impacting OLTP,Schedule the report for off-peak hours,Use query hints to force parallelism,b,"Complex aggregation over 200M rows across 15 joins is an OLAP workload — fundamentally incompatible with OLTP row-store design. A columnar data warehouse (Redshift, BigQuery, Snowflake) with a denormalized star schema reduces 8-hour queries to minutes.",70,3+
SQL001,What is the difference between HAVING and WHERE in SQL?,SQL,Filtering & Aggregation,easy,SQL Developer,They are identical — both filter rows,WHERE filters rows before aggregation; HAVING filters groups after aggregation,HAVING is faster than WHERE,WHERE works only on text columns,b,"WHERE filters individual rows BEFORE GROUP BY aggregation. HAVING filters the results of GROUP BY AFTER aggregation. You cannot use aggregate functions (SUM, COUNT) in WHERE — they require HAVING.",20,0-1
SQL002,"What does `COALESCE(col1, col2, 'default')` return?",SQL,NULL Handling,easy,SQL Developer,Always returns col1,Returns the first non-NULL value from the argument list,Returns all non-NULL values as a list,Returns NULL if any argument is NULL,b,"COALESCE evaluates arguments left to right and returns the first non-NULL value. If col1 is NULL, it checks col2. If col2 is also NULL, it returns 'default'. Essential for NULL-safe data handling.",18,0-1
SQL003,A SQL query returns duplicate rows. Which clause removes duplicates from the result set?,SQL,Deduplication,easy,SQL Developer,UNIQUE,DISTINCT,GROUP BY alone,NOT DUPLICATE,b,SELECT DISTINCT eliminates duplicate rows from the result set by returning only unique combinations of selected columns. Note: DISTINCT is applied after all joins and before ORDER BY.,15,0-1
SQL004,Write the logic for a query that returns customers who placed MORE than 3 orders in the last 30 days. Which SQL structure is CORRECT?,SQL,Aggregate Filtering,medium,SQL Developer,SELECT customer_id FROM orders WHERE COUNT(*) > 3,SELECT customer_id FROM orders WHERE order_date >= NOW()-30 GROUP BY customer_id HAVING COUNT(*) > 3,SELECT customer_id FROM orders HAVING COUNT(*) > 3,SELECT customer_id FROM orders WHERE COUNT(orders) > 3 GROUP BY customer_id,b,"Correct structure: filter rows with WHERE first (last 30 days), GROUP BY customer, then use HAVING to filter groups with > 3 orders. Aggregate functions CANNOT appear in WHERE clauses.",35,2-3
SQL005,"A developer writes `SELECT * FROM A, B` without a JOIN condition. The result has 1 million rows when A has 1,000 and B has 1,000 rows. What happened?",SQL,Cartesian Product,medium,SQL Developer,A syntax error should have occurred,"A Cartesian product (CROSS JOIN) occurred — every row in A is combined with every row in B: 1,000 × 1,000 = 1,000,000 rows",The tables were merged,Only unique rows are returned,b,"A FROM clause with multiple tables and no JOIN condition performs a CROSS JOIN (Cartesian product). Every row from Table A is paired with every row from Table B. For 1,000 × 1,000 tables, this produces 1,000,000 rows.",30,2-3
SQL006,What is a CTE (Common Table Expression) and when would you use it over a subquery?,SQL,CTEs & Subqueries,medium,SQL Developer,CTEs are faster than subqueries in all cases,"A CTE is a named temporary result set; use it when the same subquery is referenced multiple times, for recursive queries, or to improve readability",CTEs replace all subqueries,CTEs permanently store data,b,"CTEs (WITH clause) are named, temporary result sets scoped to the query. Benefits: reusability within the query (avoid repeating subqueries), readability, and enabling recursive queries (hierarchical data traversal) — not possible with regular subqueries.",38,2-3
SQL007,"A SQL developer needs to assign row numbers to query results partitioned by department, ordered by salary descending. What SQL function achieves this?",SQL,Window Functions,medium,SQL Developer,ROW_NUMBER() OVER (PARTITION BY department ORDER BY salary DESC),COUNT(*) GROUP BY department ORDER BY salary,RANK() OVER (ORDER BY salary DESC),"SELECT ROWNUM, department FROM employees",a,"ROW_NUMBER() OVER (PARTITION BY dept ORDER BY salary DESC) assigns sequential row numbers within each department partition, ordered by salary. This is the standard window function pattern for ranked analysis within groups.",35,2-3
SQL008,A SQL developer writes a recursive CTE to traverse a 10-level employee hierarchy. The query never terminates. What is the most likely cause?,SQL,Recursive CTEs,hard,SQL Developer,Recursive CTEs are not supported,"The data contains a cycle (A reports to B, B reports to A) — the recursion has no termination condition for circular references",The hierarchy is too deep,The anchor member is wrong,b,Recursive CTEs terminate when the recursive member returns no rows. Circular references (employee A → B → A) create infinite recursion. Fix: add a MAXRECURSION hint and detect cycles by tracking visited IDs in an array.,62,3+
